Tên nhà hàng,Tên món,Giá,Hình ảnh món ăn
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Xôi bọc Nấm tươi,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0fzcvlu3yx66@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",bánh mỳ nem lụi đặc biệt,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0koq8t2tvoa3@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Bánh mỳ nem nướng đặc biệt,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0g9b0tqg1w11@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Bánh mỳ xíu mại,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0f6sdmx4t54c@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Bánh mỳ xíu mại,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4esje9zdmsdb@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Nem rế chiên giòn,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4dkftb7tll83@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Cơm gạo lứt healthy,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0iyyj17tzt4d@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Cơm chiên nấm,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr733tl3tn0k84@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Cơm chiên nấm Tươi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0jfsy7sjicc2@resize_ss120x120!@crop_w120_h120_cT
"Xôi, Bánh Mỳ & Nước Uống Healthy  - Bé Nga - Cầu Cốc",Cơm gạo tám healthy,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4e5mpkull089@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Mít Hấp Sả,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8qs6dkp0987@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Vặn Hấp Sả,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8s4h8w2hlaa@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Lẫn Hấp Sả,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8wl1xwq1049@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Hương cồ sốt trứng muối,160.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxjfvky5sck80@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Vặn Luộc Mắm Cay,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8xvnhptxgd7@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Mít luộc mắm,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr30pop97u10f3@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Móng Tay Sốt Bơ Tỏi,110.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8vst18udgae@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Móng Tay Sốt Me,110.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8vs6k5qdg41@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Bông Sốt Trứng Muối,125.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8yciv10nt37@resize_ss120x120!@crop_w120_h120_cT
Ốc Trang - Ốc Hải Phòng,Ốc Mít sốt me,65.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2qgiauef952d3@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Tào Phớ Caramen,20.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvtt82etuhc4@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Tào Phớ Trân Châu Thạch,15.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvttr7mt958b@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Chè Thái thập cẩm,20.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlj0mxn1jt0e@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Chè Bưởi,20.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlj010j4bd28@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Chè Thái Caramen,23.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlj1r6062s72@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Caramen Nguyên Hộp,9.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlize9geysf0@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Chè Bưởi Caramen,23.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlj14ywnfd46@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Caramen thạch chân châu cốt dừa,15.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlj2smhcpl45@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Bánh Trôi Tàu,23.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr30fkzfigt56b@resize_ss120x120!@crop_w120_h120_cT
Tào Phớ & Nem Chua Rán - Đại Từ,Tào Phớ Thái,20.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxlj2ab85g91e@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Cơm Rang Sala Đồ Chay Ngon,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr5rj8u95fwk13@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Cơm Chay Sala Đặc Biệt,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr69ccoul315e6@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Cơm Chay Cá Thu Sốt Cà Chua,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr6ajabatwp0af@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Cơm Chay Cá Kèo Chay Rim Mắm,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyru9f6n9ac22@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Cơm Chay Gà Xả Chiên,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyrirecioihc1@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Bún Bò Huế,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr5rj8960atg6b@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Bún Trộn Nam Bộ,37.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqys5xfm0cd568@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Mì Xào,37.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqypzhaisqtg89@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Nấm Hải Sản Xào Thập Cẩm,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxpk3ligwxw05@resize_ss120x120!@crop_w120_h120_cT
Quán Chay Sala,Bánh Bột Lọc,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxpmfwf3p21d6@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,3 gỏi tôm + 3 gỏi tôm thịt +pepsi chai,101.200đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqzavh00mqpw5e@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,10 gỏi cuốn tôm + pepsi lon,162.800đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3ueox088ex56@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,5 gỏi cuốn thịt chân giò + pepsi lon,89.750đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr6kgq6c706165@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,5 gỏi cuốn tôm + pepsi chai,86.250đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr6kgrp9ylz80e@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,Gỏi cuốn tôm thịt,15.850đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr66gxiwzijd79@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,5 Gỏi Cuốn Tôm Thịt,74.800đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3pnrqonmah8f@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,Gỏi cuốn tôm,15.850đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr66gy0o9j15a8@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,Com Bo 10 Gỏi Cuốn Tôm Thịt,147.850đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyriwk8ymxl53@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,Phở cuốn Bò xào,14.100đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr6g6i1j3wyhbc@resize_ss120x120!@crop_w120_h120_cT
Gỏi Cuốn Sài Gòn Hải Long - Định Công,5 Gỏi Cuốn Thịt Chân Giò,74.800đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz75hw0o59500@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Thập Cẩm (Bò + Giò),50.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvveeaquv8b4@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Bò,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvvdh03kwpc0@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Thập Cẩm Ốc To,65.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvvfreqzkp25@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Thập Cẩm Ốc Nhỏ,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvv916lggp4c@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Đặc Biệt Ốc To,70.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvyovhd9z8c9@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Thập Cẩm Ốc Lẫn,70.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvveznvlaxfc@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Mọc,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvwag9u5jta2@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Ốc To,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvvj6vqax08b@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Riêu Đặc Biệt Ốc Lẫn,80.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvyphogslg2d@resize_ss120x120!@crop_w120_h120_cT
Bà Téo - Bún Riêu Ốc Sườn - Tô Hiệu,Bún Trộn Thập Cẩm,50.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvvdqpqrvd0a@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 1 - 1 Cơm 1 Bánh 1 Nước Ngọt,95.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa547dw344b1@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 5 - 2 Bánh 1 Khoai 2 Nước Ngọt,135.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8scik0bd5d@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 3 - 1 Khoai 1 Bánh 2 Nước Ngọt,100.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8r8a5h95b3@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 4 - 1 Cơm 1 Khoai 2 Nước Ngọt,115.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8rw56k780f@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Bánh Donner To + Coca,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3c7oihakrd38@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 2 -  1 Salad 1 Bánh 2 Nước Ngọt,95.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8qjb60t592@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 6 -  2 Cơm 1 Bánh 1 Salad 3 Nước Ngọt,205.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8t0djop052@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Bánh Mì Trứng To,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3bxn6y1j15f1@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 7 - 2 Khoai 1 Bánh 1 Salad 3 Nước Ngọt,200.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8tnyl66x28@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Doner Kebab 1995 & Cơm Kebab - Trung Liệt,Combo 8 - 1 Cơm 1 Khoai 1 Salad 1 Bánh 3 Nước Ngọt,200.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxa8u5zus3o41@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Các loại thạch và trân châu,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvuin9j63yxd2@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Sữa Chua Đánh Đá,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvuobms3o3ofa@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Sương Sa,24.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvul4rg782hab@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Thái Chuối,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx531oxmk7872@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Xanh Sen,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvzs4l8zhqx2f@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Khúc Bạch,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvunxuebgyhcc@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Bưởi,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvzr1la217d85@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Khoai Dẻo,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx52gcwugt56a@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Caramen đậu đỏ,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx81db2dj89dc@resize_ss120x120!@crop_w120_h120_cT
Chè Ngon Hà Đông - Quán Ăn Vặt,Chè Dừa Non,27.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvzwja8r7wk08@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Phố Cổ Ngọc Dung,Bún chả,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx2h08xtbk44c@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Phố Cổ Ngọc Dung,Bún trộn,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx2h0tgz9uhe8@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Phố Cổ Ngọc Dung,Bún,10.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m4bvakavsn2nef@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Phố Cổ Ngọc Dung,Coca,12.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m4bv8ap37qg017@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,CARAMEN,12.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0st2sno72c4e@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Caramen set nhỏ,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr796ru33t1ga2@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,CARAMEN set to,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4kk69vfyqh70@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Trứng cút luộc,6.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxl79s4h6s972@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Quẩy,6.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy5ajm97t7d81@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Trứng bắc thảo,16.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxtqdvb6wg401@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,1/2 Trứng bắc thảo,8.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqytk1bw83o9c3@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Chân gà ngâm xả ớt rút xương,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxk3sfieuo450@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Khoai tây lắc phô mai,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy6xwq5tfh5e8@resize_ss120x120!@crop_w120_h120_cT
Yến Béo - Cháo & Súp Gà,Combo nem+ khoai,75.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxkpo9dip5013@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,"Bún Ốc Nhỏ, Bò, Giò",45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr5tuy69i30k07@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,"Bún Ốc Nhỏ, Bò",40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2ri8qg7f7o55@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,"Bún Bò, Giò",45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxszr940ec99f@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,Bún Bò,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxszsfka9w99b@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,"Bún Ốc Nhỏ, Giò",40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr34820buuft1e@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,Bún Ốc Nhỏ,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr5tuz7q0o9071@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,"Bún ốc to, bò, giò",60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,Đầy đủ,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,Bún Giò,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr34hmk3nfes90@resize_ss120x120!@crop_w120_h120_cT
Bún Ốc Tóp Mỡ Cô Lý,"Bún ốc to, bò",55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,Bánh Giò Siêu Nhân Thịt 2 Trứng Cút,26.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr60fbgd77wk68@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,Chả Ước Lễ Xưa,16.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy7rt5ykv4p73@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,Giò Ước Lễ Xưa,16.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3b7jwcl3fdfa@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,5 Bánh,130.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy5fxot98lg1e@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,10 Bánh,260.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy77i3cez0k2c@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,30 Bánh,780.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr60e7krk1qc3e@resize_ss120x120!@crop_w120_h120_cT
Bánh Giò Gia Truyền - Bánh Giò Nóng - Phùng Khoang,20 Bánh,520.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy69uol8uc944@resize_ss120x120!@crop_w120_h120_cT
"Ngon - Bún Bò Nam Bộ, Phở Cuốn & Chè, Caramen",Bún Bò Nam Bộ,42.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvy4s6bdbx52c@resize_ss120x120!@crop_w120_h120_cT
"Ngon - Bún Bò Nam Bộ, Phở Cuốn & Chè, Caramen",Bún Bò Nam Bộ Nhiều Thịt,53.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2s469wt4n869@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Ba chỉ sốt tereyaki,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Ba chỉ sốt BBQ,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Nầm nướng mè,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Nầm nướng sate,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Ba chỉ ấp phô mai,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Ba chỉ nướng mè,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Ba chỉ bò ôm nấm,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Lạp xưởng hun khói,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Chân gà rút xương,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Lẩu Nướng Tú Béo Thìn Béo - Lẩu & Nướng - Đại Cồ Việt,Bún ốc sườn sụn chả ốc,50.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0bay2k0q8408@resize_ss120x120!@crop_w120_h120_cT
Thuận Duyên Thiện Duyên Chay - Thái Hà,Cơm chay + sữa đậu nành,65.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2w9r4av77jk3e@resize_ss120x120!@crop_w120_h120_cT
Thuận Duyên Thiện Duyên Chay - Thái Hà,Bún riêu chay Thuận Duyên,55.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2w9v1bwtkhcb9@resize_ss120x120!@crop_w120_h120_cT
